,EVENT_ID,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION
1905,855043,0.0,,Outside/Open Areas
1906,855043,25.0,F,Outside/Open Areas
1907,855043,0.0,,Outside/Open Areas
1908,855043,3.0,,Outside/Open Areas
1909,855506,52.0,M,Vehicle/Towed Trailer
1910,855994,33.0,F,Outside/Open Areas
1911,867694,91.0,M,Vehicle/Towed Trailer
1912,868392,65.0,M,Vehicle/Towed Trailer
1913,868562,71.0,F,Vehicle/Towed Trailer
1914,868646,59.0,F,Outside/Open Areas
1915,869482,59.0,F,Mobile/Trailer Home
1916,869527,29.0,F,Outside/Open Areas
1917,870508,52.0,M,Vehicle/Towed Trailer
1918,870755,50.0,M,In Water
1919,870824,1.0,M,Vehicle/Towed Trailer
1920,845904,60.0,M,In Water
1921,846563,68.0,M,Unknown
1922,846565,72.0,M,Unknown
1923,846565,62.0,M,Unknown
1924,846565,56.0,M,Unknown
1925,846567,86.0,M,Unknown
1926,846943,29.0,M,In Water
1927,848441,25.0,M,In Water
1928,828480,48.0,M,Camping
1929,834603,60.0,F,Vehicle/Towed Trailer
1930,852818,1.0,M,Vehicle/Towed Trailer
1931,813210,69.0,M,In Water
1932,814159,48.0,M,In Water
1933,814162,24.0,M,In Water
1934,814162,5.0,M,In Water
1935,814168,28.0,M,In Water
1936,815834,61.0,M,Vehicle/Towed Trailer
1937,816899,38.0,M,In Water
1938,817969,55.0,F,Under Tree
1939,818682,14.0,M,In Water
1940,818683,74.0,M,In Water
1941,819190,4.0,M,Vehicle/Towed Trailer
1942,819685,21.0,M,In Water
1943,821773,58.0,M,Outside/Open Areas
1944,822591,32.0,M,Outside/Open Areas
1945,822592,57.0,F,Permanent Structure
1946,822596,1.0,F,Vehicle/Towed Trailer
1947,824332,,,Unknown
1948,825161,75.0,M,In Water
1949,827043,,M,Permanent Home
1950,827076,,,Unknown
1951,827076,,,Unknown
1952,828539,56.0,M,Boating
1953,831552,64.0,M,In Water
1954,808882,52.0,F,Vehicle/Towed Trailer
1955,809854,53.0,F,Outside/Open Areas
1956,823786,61.0,M,Outside/Open Areas
1957,853949,2.0,M,Vehicle/Towed Trailer
1958,862107,16.0,M,Vehicle/Towed Trailer
1959,856768,14.0,M,In Water
1960,862623,63.0,M,Outside/Open Areas
1961,870491,,,Vehicle/Towed Trailer
1962,870577,,,Unknown
1963,870577,,,Unknown
1964,873433,55.0,M,Outside/Open Areas
1965,875117,6.0,F,Outside/Open Areas
1966,875118,20.0,F,Outside/Open Areas
1967,875142,18.0,M,Outside/Open Areas
1968,875142,19.0,M,Outside/Open Areas
1969,875142,40.0,M,Outside/Open Areas
1970,875154,30.0,M,Outside/Open Areas
1971,875155,25.0,M,Outside/Open Areas
1972,875155,,M,Outside/Open Areas
1973,875155,22.0,M,Outside/Open Areas
1974,875284,,F,Outside/Open Areas
1975,875307,,M,Outside/Open Areas
1976,875307,26.0,M,Outside/Open Areas
1977,875338,35.0,F,Outside/Open Areas
1978,875343,21.0,M,Outside/Open Areas
1979,875351,30.0,M,Outside/Open Areas
1980,810342,59.0,M,Vehicle/Towed Trailer
1981,811049,62.0,M,Vehicle/Towed Trailer
1982,811925,59.0,M,Permanent Home
1983,811925,91.0,M,Permanent Home
1984,811941,20.0,F,Vehicle/Towed Trailer
1985,811941,58.0,F,Vehicle/Towed Trailer
1986,812258,68.0,M,Outside/Open Areas
1987,812703,39.0,M,Vehicle/Towed Trailer
1988,812703,24.0,F,Vehicle/Towed Trailer
1989,813018,,M,Unknown
1990,813103,54.0,M,Vehicle/Towed Trailer
1991,816762,78.0,F,Permanent Home
1992,819969,62.0,M,Outside/Open Areas
1993,819969,55.0,M,Permanent Structure
1994,824106,,M,Outside/Open Areas
1995,824123,56.0,M,Outside/Open Areas
1996,824124,56.0,M,Vehicle/Towed Trailer
1997,825300,58.0,M,In Water
1998,856740,54.0,F,Vehicle/Towed Trailer
1999,856890,47.0,M,Vehicle/Towed Trailer
2000,857758,,,Vehicle/Towed Trailer
2001,859870,52.0,M,Outside/Open Areas
2002,860238,39.0,F,Permanent Structure
2003,860239,78.0,F,Other
2004,860239,75.0,M,Outside/Open Areas
2005,860239,61.0,M,Outside/Open Areas
2006,860244,52.0,F,Vehicle/Towed Trailer
2007,860312,6.0,F,Outside/Open Areas
2008,860312,5.0,M,Outside/Open Areas
2009,860312,5.0,F,Outside/Open Areas
2010,860446,23.0,F,In Water
2011,861420,46.0,M,Vehicle/Towed Trailer
2012,861700,38.0,M,Vehicle/Towed Trailer
2013,861730,41.0,M,Outside/Open Areas
2014,861732,55.0,M,Outside/Open Areas
2015,861864,50.0,F,Vehicle/Towed Trailer
2016,863040,59.0,M,Vehicle/Towed Trailer
2017,863301,8.0,M,Vehicle/Towed Trailer
2018,863301,5.0,M,Vehicle/Towed Trailer
2019,863301,48.0,M,Vehicle/Towed Trailer
2020,863621,57.0,M,Vehicle/Towed Trailer
2021,863848,23.0,F,Outside/Open Areas
2022,865660,61.0,M,Vehicle/Towed Trailer
2023,816403,86.0,F,Permanent Home
2024,817483,82.0,M,Permanent Home
2025,823729,22.0,M,In Water
2026,832796,19.0,M,Mobile/Trailer Home
2027,848560,15.0,M,In Water
2028,848560,16.0,M,In Water
2029,859118,82.0,M,Outside/Open Areas
2030,861463,55.0,M,Permanent Home
2031,861464,55.0,M,Permanent Home
2032,862270,57.0,F,Vehicle/Towed Trailer
2033,865249,34.0,M,Outside/Open Areas
2034,848846,25.0,M,In Water
2035,852617,3.0,M,Vehicle/Towed Trailer
2036,855382,55.0,M,Outside/Open Areas
2037,856108,16.0,M,In Water
2038,856779,24.0,M,Vehicle/Towed Trailer
2039,857053,68.0,M,Boating
2040,857170,12.0,M,Under Tree
2041,857268,3.0,F,Vehicle/Towed Trailer
2042,857268,3.0,F,Vehicle/Towed Trailer
2043,857924,,M,In Water
2044,858108,,M,Vehicle/Towed Trailer
2045,858351,,,Vehicle/Towed Trailer
2046,858355,33.0,M,Outside/Open Areas
2047,858360,23.0,M,In Water
2048,858968,55.0,M,Permanent Home
2049,859730,62.0,M,In Water
2050,867599,29.0,F,Vehicle/Towed Trailer
2051,867599,34.0,M,Vehicle/Towed Trailer
2052,868417,66.0,F,Vehicle/Towed Trailer
2053,861465,55.0,M,Permanent Home
2054,806480,,M,Outside/Open Areas
2055,807386,,F,Mobile/Trailer Home
2056,807853,14.0,M,In Water
2057,808514,20.0,M,In Water
2058,808706,18.0,M,In Water
2059,809596,18.0,M,In Water
2060,810666,,M,In Water
2061,810946,17.0,F,In Water
2062,812914,18.0,M,In Water
2063,812917,44.0,M,In Water
2064,812922,29.0,M,In Water
2065,814016,64.0,M,Vehicle/Towed Trailer
2066,818799,7.0,M,In Water
2067,818799,3.0,F,In Water
2068,818799,27.0,F,Vehicle/Towed Trailer
2069,818978,73.0,M,Other
2070,818978,70.0,M,Other
2071,819348,9.0,M,In Water
2072,801196,52.0,M,Vehicle/Towed Trailer
2073,801550,53.0,M,Outside/Open Areas
2074,801603,25.0,M,Outside/Open Areas
2075,802414,28.0,M,Vehicle/Towed Trailer
2076,802871,51.0,M,Outside/Open Areas
2077,805599,,M,Boating
2078,807189,59.0,M,Vehicle/Towed Trailer
2079,808622,60.0,M,In Water
2080,811033,27.0,F,Vehicle/Towed Trailer
2081,813465,37.0,M,Vehicle/Towed Trailer
2082,813640,59.0,F,Mobile/Trailer Home
2083,813640,68.0,F,Mobile/Trailer Home
2084,813640,69.0,F,Mobile/Trailer Home
2085,813640,63.0,M,Mobile/Trailer Home
2086,813640,62.0,F,Mobile/Trailer Home
2087,813640,65.0,M,Mobile/Trailer Home
2088,813640,63.0,F,Mobile/Trailer Home
2089,813640,38.0,M,Mobile/Trailer Home
2090,813640,86.0,M,Mobile/Trailer Home
2091,813640,59.0,M,Mobile/Trailer Home
2092,813640,59.0,F,Mobile/Trailer Home
2093,813640,10.0,M,Mobile/Trailer Home
2094,813640,53.0,M,Mobile/Trailer Home
2095,813640,41.0,F,Mobile/Trailer Home
2096,813640,6.0,M,Mobile/Trailer Home
2097,813640,22.0,F,Mobile/Trailer Home
2098,813640,22.0,M,Mobile/Trailer Home
2099,813640,9.0,M,Mobile/Trailer Home
2100,813640,8.0,F,Mobile/Trailer Home
2101,813640,57.0,F,Permanent Home
2102,813640,89.0,M,Permanent Home
2103,813640,53.0,M,Permanent Home
2104,813640,83.0,F,Permanent Home
2105,814646,63.0,M,Outside/Open Areas
2106,814646,69.0,M,Permanent Home
2107,814656,62.0,M,Outside/Open Areas
2108,814656,44.0,M,Outside/Open Areas
2109,815401,68.0,M,Outside/Open Areas
2110,815401,50.0,F,Permanent Home
2111,815401,55.0,M,Permanent Home
2112,815435,74.0,F,Outside/Open Areas
2113,818414,39.0,M,Outside/Open Areas
2114,820037,78.0,F,Permanent Home
2115,820547,8.0,F,Permanent Home
2116,820642,62.0,M,Outside/Open Areas
2117,822066,40.0,F,In Water
2118,822093,28.0,M,Other
2119,822242,58.0,F,Mobile/Trailer Home
2120,822242,83.0,F,Mobile/Trailer Home
2121,822368,55.0,M,Vehicle/Towed Trailer
2122,822735,25.0,M,Vehicle/Towed Trailer
2123,821439,1.0,M,Vehicle/Towed Trailer
2124,828197,56.0,F,Mobile/Trailer Home
2125,828197,86.0,M,Permanent Home
2126,828197,83.0,F,Permanent Home
2127,828322,46.0,M,Vehicle/Towed Trailer
2128,828422,35.0,M,Boating
2129,828422,23.0,M,Boating
2130,831940,65.0,M,Vehicle/Towed Trailer
2131,831940,60.0,F,Vehicle/Towed Trailer
2132,832504,22.0,M,Vehicle/Towed Trailer
2133,836001,23.0,F,Boating
2134,839347,1.0,F,Vehicle/Towed Trailer
2135,849193,65.0,M,Boating
2136,856471,19.0,M,In Water
2137,856471,52.0,M,Vehicle/Towed Trailer
2138,856827,61.0,M,In Water
2139,856828,75.0,M,In Water
2140,856829,58.0,M,In Water
2141,858274,41.0,M,In Water
2142,861408,17.0,M,Vehicle/Towed Trailer
2143,833185,2.0,F,Vehicle/Towed Trailer
2144,835892,38.0,M,In Water
2145,837669,28.0,M,Outside/Open Areas
2146,842514,27.0,F,Under Tree
2147,795760,25.0,M,Vehicle/Towed Trailer
2148,795764,19.0,F,Vehicle/Towed Trailer
2149,801872,32.0,F,Vehicle/Towed Trailer
2150,801882,53.0,F,Vehicle/Towed Trailer
2151,801882,14.0,F,Vehicle/Towed Trailer
2152,801898,19.0,F,Vehicle/Towed Trailer
2153,801733,22.0,M,Vehicle/Towed Trailer
2154,804082,35.0,F,Vehicle/Towed Trailer
2155,804082,35.0,M,Vehicle/Towed Trailer
2156,804082,10.0,F,Vehicle/Towed Trailer
2157,804387,65.0,M,Permanent Home
2158,804387,48.0,F,Outside/Open Areas
2159,804387,59.0,M,Outside/Open Areas
2160,804388,60.0,F,Permanent Home
2161,804863,64.0,M,In Water
2162,805136,,,Permanent Home
2163,805136,,,Permanent Home
2164,842514,55.0,F,Under Tree
2165,843572,28.0,M,In Water
2166,843786,,F,Outside/Open Areas
2167,844340,55.0,M,Vehicle/Towed Trailer
2168,845911,33.0,M,Boating
2169,845911,38.0,M,Boating
2170,847980,17.0,M,In Water
2171,847980,16.0,M,In Water
2172,847983,35.0,M,In Water
2173,849047,32.0,M,Outside/Open Areas
2174,850143,47.0,F,Vehicle/Towed Trailer
2175,852807,1.0,M,Vehicle/Towed Trailer
2176,854530,42.0,M,In Water
2177,863509,23.0,M,In Water
2178,863859,55.0,M,Heavy Equipment/Construction
2179,841889,3.0,F,Vehicle/Towed Trailer
2180,849021,,,Vehicle/Towed Trailer
2181,869336,45.0,M,Outside/Open Areas
2182,810094,13.0,M,In Water
2183,811397,,,Outside/Open Areas
2184,813767,8.0,M,Vehicle/Towed Trailer
2185,813767,3.0,M,Vehicle/Towed Trailer
2186,813825,58.0,M,In Water
2187,815582,35.0,F,Permanent Home
2188,815582,14.0,M,Permanent Home
2189,816788,76.0,M,Vehicle/Towed Trailer
2190,817354,97.0,M,Outside/Open Areas
2191,817782,59.0,M,Camping
2192,826570,36.0,M,Outside/Open Areas
2193,836420,80.0,F,Vehicle/Towed Trailer
2194,845854,81.0,M,Vehicle/Towed Trailer
2195,837611,38.0,F,Outside/Open Areas
2196,859545,11.0,M,Outside/Open Areas
2197,870174,20.0,F,Vehicle/Towed Trailer
2198,923398,,,Unknown
2199,923398,,,Unknown
2200,923398,,,Unknown
2201,923398,,,Unknown
2202,923398,,,Unknown
2203,923399,,,Unknown
2204,923397,,,Unknown
2205,923438,,,Unknown
2206,923439,,,Unknown
2207,923440,,,Unknown
2208,865237,35.0,M,Mobile/Trailer Home
2209,865237,34.0,F,Mobile/Trailer Home
2210,809658,25.0,M,Vehicle/Towed Trailer
2211,860583,54.0,F,Vehicle/Towed Trailer
2212,860583,24.0,M,Vehicle/Towed Trailer
2213,893044,17.0,M,In Water
2214,893049,16.0,M,Unknown
2215,802480,,,Vehicle/Towed Trailer
2216,802481,50.0,M,Boating
2217,802481,48.0,M,Boating
2218,802481,50.0,M,Boating
2219,827409,86.0,F,Permanent Home
2220,857862,50.0,F,Mobile/Trailer Home
2221,858116,56.0,M,Vehicle/Towed Trailer
2222,863855,15.0,M,Vehicle/Towed Trailer
2223,868057,37.0,M,Vehicle/Towed Trailer
2224,869176,52.0,M,In Water
2225,869769,32.0,M,In Water
2226,835579,20.0,M,Vehicle/Towed Trailer
2227,835579,19.0,F,Vehicle/Towed Trailer
2228,916380,,,Unknown
2229,916381,,,Unknown
2230,826139,31.0,F,Vehicle/Towed Trailer
2231,826139,9.0,M,Vehicle/Towed Trailer
2232,826922,53.0,M,In Water
2233,826922,39.0,M,In Water
2234,827623,,M,Permanent Home
2235,828639,65.0,M,Boating
2236,829416,32.0,M,Outside/Open Areas
2237,830279,19.0,F,In Water
2238,831164,59.0,M,Boating
2239,832228,40.0,M,In Water
2240,832259,73.0,M,Unknown
2241,832259,73.0,F,Unknown
2242,837602,77.0,F,Unknown
2243,837602,55.0,M,Unknown
2244,837602,60.0,M,Outside/Open Areas
2245,837602,71.0,M,Outside/Open Areas
2246,837602,62.0,M,Outside/Open Areas
2247,837602,39.0,M,Outside/Open Areas
2248,837602,64.0,M,Outside/Open Areas
2249,837602,73.0,M,Permanent Home
2250,837604,40.0,M,Unknown
2251,837604,69.0,M,Outside/Open Areas
2252,837604,70.0,M,Permanent Home
2253,837612,69.0,M,Unknown
2254,837612,51.0,M,Outside/Open Areas
2255,837612,65.0,M,Permanent Home
2256,837688,52.0,F,Outside/Open Areas
2257,839581,76.0,M,Outside/Open Areas
2258,839729,71.0,M,Unknown
2259,839732,82.0,M,Permanent Structure
2260,840991,,M,Under Tree
2261,842990,32.0,F,Outside/Open Areas
2262,843034,65.0,M,Unknown
2263,843570,61.0,M,In Water
2264,843571,67.0,M,In Water
2265,843943,35.0,M,Vehicle/Towed Trailer
2266,844245,,M,Under Tree
2267,845845,44.0,M,Under Tree
2268,846215,77.0,M,Vehicle/Towed Trailer
2269,846233,20.0,F,Outside/Open Areas
2270,846382,32.0,M,Outside/Open Areas
2271,846438,46.0,F,Vehicle/Towed Trailer
2272,846492,66.0,M,Vehicle/Towed Trailer
2273,846511,81.0,M,Outside/Open Areas
2274,846517,61.0,F,Permanent Home
2275,846821,18.0,M,Ball Field
2276,846896,26.0,M,Vehicle/Towed Trailer
2277,846958,3.0,M,Vehicle/Towed Trailer
2278,846988,18.0,M,In Water
2279,847952,22.0,M,Outside/Open Areas
2280,847952,42.0,M,Outside/Open Areas
2281,849401,9.0,F,Outside/Open Areas
2282,791368,,,Outside/Open Areas
2283,791368,,,Vehicle/Towed Trailer
2284,791649,,,Vehicle/Towed Trailer
2285,792214,40.0,M,Outside/Open Areas
2286,792656,65.0,M,Vehicle/Towed Trailer
2287,792690,50.0,M,Vehicle/Towed Trailer
2288,793101,73.0,M,Vehicle/Towed Trailer
2289,793453,34.0,F,Vehicle/Towed Trailer
2290,793953,52.0,M,Outside/Open Areas
2291,794220,26.0,M,Outside/Open Areas
2292,794220,22.0,M,Outside/Open Areas
2293,794267,39.0,M,Outside/Open Areas
2294,794275,50.0,M,Outside/Open Areas
2295,794653,69.0,M,Outside/Open Areas
2296,795687,64.0,M,Vehicle/Towed Trailer
2297,795729,19.0,F,Vehicle/Towed Trailer
2298,795729,21.0,M,Vehicle/Towed Trailer
2299,795577,7.0,F,Vehicle/Towed Trailer
2300,795576,85.0,F,Vehicle/Towed Trailer
2301,797000,,M,Vehicle/Towed Trailer
2302,794955,28.0,M,Outside/Open Areas
2303,795005,22.0,M,Outside/Open Areas
2304,795005,21.0,F,Outside/Open Areas
2305,795342,,,Under Tree
2306,795779,70.0,M,Outside/Open Areas
2307,795779,75.0,M,Outside/Open Areas
2308,796115,52.0,M,In Water
2309,796116,52.0,M,In Water
2310,796117,52.0,M,In Water
2311,796118,52.0,M,In Water
2312,796277,32.0,M,Vehicle/Towed Trailer
2313,796413,,M,In Water
2314,797311,63.0,M,Outside/Open Areas
2315,797341,18.0,M,In Water
2316,797421,,M,Outside/Open Areas
2317,797452,25.0,M,Vehicle/Towed Trailer
2318,797455,52.0,M,Outside/Open Areas
2319,797560,45.0,F,Vehicle/Towed Trailer
2320,797640,62.0,F,Vehicle/Towed Trailer
2321,797646,82.0,M,Outside/Open Areas
2322,798982,71.0,F,Outside/Open Areas
2323,800125,46.0,F,Outside/Open Areas
2324,800956,22.0,M,Outside/Open Areas
2325,802239,74.0,M,Vehicle/Towed Trailer
2326,802250,35.0,M,Outside/Open Areas
2327,802738,75.0,M,Outside/Open Areas
2328,802751,29.0,M,Outside/Open Areas
2329,803882,75.0,M,Outside/Open Areas
2330,804274,,M,Outside/Open Areas
2331,804274,78.0,F,Vehicle/Towed Trailer
2332,804444,,,Vehicle/Towed Trailer
2333,804444,,,Vehicle/Towed Trailer
2334,804444,,,Vehicle/Towed Trailer
2335,804490,69.0,M,Outside/Open Areas
2336,804570,58.0,F,Outside/Open Areas
2337,804847,18.0,M,Outside/Open Areas
2338,804848,72.0,M,Outside/Open Areas
2339,804848,67.0,M,Outside/Open Areas
2340,804852,18.0,M,Outside/Open Areas
2341,797147,54.0,M,Vehicle/Towed Trailer
2342,797507,50.0,M,In Water
2343,797507,15.0,F,In Water
2344,797507,13.0,F,In Water
2345,797647,72.0,F,Permanent Structure
2346,797740,74.0,F,Vehicle/Towed Trailer
2347,798371,47.0,M,Outside/Open Areas
2348,798364,27.0,M,Outside/Open Areas
2349,798364,37.0,M,Outside/Open Areas
2350,802037,84.0,M,Vehicle/Towed Trailer
2351,803312,52.0,F,Under Tree
2352,804275,22.0,F,Outside/Open Areas
2353,804812,60.0,M,Vehicle/Towed Trailer
2354,804812,58.0,M,In Water
2355,805364,30.0,M,Vehicle/Towed Trailer
2356,805386,76.0,M,Vehicle/Towed Trailer
2357,805402,51.0,M,Outside/Open Areas
2358,805460,53.0,M,Outside/Open Areas
2359,806035,58.0,M,Vehicle/Towed Trailer
2360,797540,,M,Outside/Open Areas
2361,797540,,F,Outside/Open Areas
2362,807040,35.0,M,In Water
2363,808779,46.0,M,Outside/Open Areas
2364,808917,29.0,M,Vehicle/Towed Trailer
2365,809516,30.0,M,Outside/Open Areas
2366,798141,,F,Vehicle/Towed Trailer
2367,810660,32.0,M,Vehicle/Towed Trailer
2368,810660,31.0,F,Vehicle/Towed Trailer
2369,812906,18.0,M,Vehicle/Towed Trailer
2370,799239,41.0,F,Permanent Structure
2371,799239,77.0,M,Permanent Structure
2372,814521,74.0,F,Permanent Home
2373,815468,95.0,M,Mobile/Trailer Home
2374,816590,15.0,M,Boating
2375,823979,28.0,M,In Water
2376,824125,79.0,M,Outside/Open Areas
2377,826399,57.0,M,Vehicle/Towed Trailer
2378,828980,57.0,M,Outside/Open Areas
2379,830307,54.0,M,Mobile/Trailer Home
2380,830307,47.0,F,Mobile/Trailer Home
2381,830720,53.0,F,Vehicle/Towed Trailer
2382,830730,76.0,F,Vehicle/Towed Trailer
2383,809877,27.0,M,Vehicle/Towed Trailer
2384,810291,25.0,M,Vehicle/Towed Trailer
2385,832451,47.0,M,Other
2386,813918,30.0,M,Vehicle/Towed Trailer
2387,813962,50.0,M,Heavy Equipment/Construction
2388,813963,80.0,F,Permanent Home
2389,813990,55.0,M,Vehicle/Towed Trailer
2390,814199,53.0,M,In Water
2391,819544,,M,Vehicle/Towed Trailer
2392,820917,37.0,M,Vehicle/Towed Trailer
2393,821108,49.0,M,In Water
2394,821122,59.0,M,Outside/Open Areas
2395,866592,21.0,F,Vehicle/Towed Trailer
2396,823196,60.0,M,In Water
2397,831194,30.0,M,In Water
2398,831194,,M,In Water
2399,844277,18.0,M,Under Tree
2400,844277,18.0,F,Under Tree
2401,846067,,M,In Water
2402,848643,64.0,M,Vehicle/Towed Trailer
2403,850181,43.0,M,In Water
2404,854522,,,Vehicle/Towed Trailer
2405,854867,48.0,F,Mobile/Trailer Home
2406,854922,38.0,F,Vehicle/Towed Trailer
2407,855017,56.0,F,Vehicle/Towed Trailer
2408,856181,,F,Camping
2409,856591,24.0,F,In Water
2410,857400,27.0,M,In Water
2411,858302,66.0,M,Permanent Home
2412,858580,44.0,M,Outside/Open Areas
2413,859301,38.0,M,In Water
2414,859729,50.0,M,In Water
2415,861536,,,Mobile/Trailer Home
2416,861536,,,Mobile/Trailer Home
2417,891279,16.0,M,In Water
2418,897962,44.0,M,Boating
2419,897962,57.0,M,Boating
2420,897962,59.0,M,Boating
2421,871629,51.0,M,Mobile/Trailer Home
2422,871629,85.0,M,Mobile/Trailer Home
2423,883722,,F,Outside/Open Areas
2424,877285,80.0,F,Vehicle/Towed Trailer
2425,871629,75.0,F,Mobile/Trailer Home
2426,881954,,,Unknown
2427,889030,29.0,M,Unknown
2428,889030,27.0,F,Unknown
2429,889030,,M,Unknown
2430,878237,54.0,F,Mobile/Trailer Home
2431,879197,,F,In Water
2432,879197,17.0,M,In Water
2433,917518,81.0,F,Permanent Home
2434,917518,72.0,M,Permanent Home
2435,923091,43.0,M,Boating
2436,901386,34.0,M,Outside/Open Areas
2437,923091,60.0,M,Boating
2438,923169,,,Vehicle/Towed Trailer
2439,909156,38.0,M,In Water
2440,917518,31.0,M,Permanent Home
2441,917518,84.0,M,Permanent Home
2442,917518,49.0,M,Permanent Home
2443,917518,59.0,M,Under Tree
2444,917518,29.0,M,Vehicle/Towed Trailer
2445,917655,54.0,F,In Water
2446,917670,61.0,M,Outside/Open Areas
2447,917682,52.0,M,Other
2448,924168,51.0,M,Vehicle/Towed Trailer
2449,924366,4.0,F,In Water
2450,918078,36.0,M,Outside/Open Areas
2451,918078,80.0,M,Permanent Home
2452,918079,14.0,F,Permanent Home
2453,918080,64.0,F,Permanent Home
2454,918080,84.0,M,Permanent Home
2455,918080,80.0,F,Permanent Home
2456,918081,68.0,M,Permanent Home
2457,918083,49.0,M,Mobile/Trailer Home
2458,918083,67.0,M,Permanent Home
2459,918083,50.0,M,Permanent Home
2460,924367,,,In Water
2461,918105,60.0,M,Permanent Structure
2462,918105,53.0,M,Permanent Structure
2463,918105,,M,Permanent Structure
2464,918105,,,Permanent Structure
2465,918105,,,Permanent Structure
2466,918460,60.0,F,Permanent Home
2467,918700,,,Vehicle/Towed Trailer
2468,918810,,M,Outside/Open Areas
2469,918812,69.0,M,Outside/Open Areas
2470,924641,50.0,M,Vehicle/Towed Trailer
2471,925309,,M,Permanent Home
2472,928547,18.0,F,Vehicle/Towed Trailer
2473,919148,82.0,M,Permanent Home
2474,919149,64.0,M,Permanent Home
2475,928551,6.0,,Vehicle/Towed Trailer
2476,928557,34.0,M,Vehicle/Towed Trailer
2477,928557,33.0,F,Vehicle/Towed Trailer
2478,928567,21.0,M,Vehicle/Towed Trailer
2479,928610,27.0,M,Vehicle/Towed Trailer
2480,928624,55.0,M,Vehicle/Towed Trailer
2481,928624,43.0,M,Vehicle/Towed Trailer
2482,928677,,M,Permanent Home
2483,928851,68.0,M,Vehicle/Towed Trailer
2484,928921,70.0,M,Vehicle/Towed Trailer
2485,928921,72.0,M,Vehicle/Towed Trailer
2486,919297,51.0,M,Mobile/Trailer Home
2487,919334,41.0,F,Permanent Home
2488,919340,41.0,M,Outside/Open Areas
2489,919557,56.0,M,Permanent Home
2490,909473,16.0,M,In Water
2491,909474,57.0,M,In Water
2492,909475,,,Unknown
2493,909610,,,Unknown
2494,909610,,,Unknown
2495,877114,27.0,M,Vehicle/Towed Trailer
2496,877048,30.0,M,Outside/Open Areas
2497,877419,60.0,M,Outside/Open Areas
2498,880057,48.0,M,In Water
2499,879418,1.0,M,Vehicle/Towed Trailer
2500,879418,2.0,M,Vehicle/Towed Trailer
2501,879418,4.0,F,Vehicle/Towed Trailer
2502,879418,6.0,F,Vehicle/Towed Trailer
2503,879418,12.0,F,Vehicle/Towed Trailer
2504,881161,44.0,M,Under Tree
2505,882493,62.0,M,Permanent Structure
2506,884080,32.0,M,Vehicle/Towed Trailer
2507,886389,80.0,M,Outside/Open Areas
2508,884482,42.0,M,Vehicle/Towed Trailer
2509,887797,82.0,M,Vehicle/Towed Trailer
2510,887943,61.0,F,Mobile/Trailer Home
2511,889119,61.0,M,Outside/Open Areas
2512,889259,59.0,F,Mobile/Trailer Home
2513,889259,20.0,F,Mobile/Trailer Home
2514,889259,63.0,F,Mobile/Trailer Home
2515,889259,50.0,M,Mobile/Trailer Home
2516,889259,79.0,M,Mobile/Trailer Home
2517,889259,75.0,F,Mobile/Trailer Home
2518,889259,48.0,M,Mobile/Trailer Home
2519,889259,57.0,M,Mobile/Trailer Home
2520,889288,34.0,M,Permanent Home
2521,886100,77.0,M,Long Span Roof
2522,887044,,,Unknown
2523,890139,28.0,M,Outside/Open Areas
2524,890140,46.0,M,Outside/Open Areas
2525,890149,33.0,F,In Water
2526,890571,,M,Mobile/Trailer Home
2527,890609,29.0,M,Permanent Home
2528,876337,46.0,M,Mobile/Trailer Home
2529,876337,4.0,M,Permanent Home
2530,890717,57.0,M,Vehicle/Towed Trailer
2531,890652,46.0,M,Vehicle/Towed Trailer
2532,890652,46.0,M,Outside/Open Areas
2533,880478,71.0,F,Permanent Structure
2534,881748,18.0,M,In Water
2535,881749,19.0,M,In Water
2536,882294,46.0,F,Vehicle/Towed Trailer
2537,882377,62.0,M,In Water
2538,883052,74.0,F,Outside/Open Areas
2539,884487,,M,In Water
2540,884489,31.0,M,In Water
2541,886295,41.0,M,Heavy Equipment/Construction
2542,887620,,,Outside/Open Areas
2543,888186,,M,Vehicle/Towed Trailer
2544,888317,57.0,M,Vehicle/Towed Trailer
2545,889249,29.0,M,In Water
2546,892202,73.0,M,Outside/Open Areas
2547,892243,29.0,M,In Water
2548,892502,3.0,F,In Water
2549,892502,7.0,F,In Water
2550,892770,18.0,F,In Water
2551,893920,20.0,M,Mobile/Trailer Home
2552,894099,43.0,M,In Water
2553,894576,17.0,M,In Water
2554,895063,32.0,M,Outside/Open Areas
2555,895549,26.0,F,Mobile/Trailer Home
2556,895786,51.0,M,Outside/Open Areas
2557,895889,21.0,M,Outside/Open Areas
2558,896679,,M,Permanent Home
2559,897267,34.0,M,Outside/Open Areas
2560,897450,47.0,M,In Water
2561,898115,24.0,M,In Water
2562,898115,,M,In Water
2563,898115,,M,In Water
2564,899873,24.0,M,In Water
2565,884311,61.0,M,Boating
2566,885500,38.0,M,Permanent Structure
2567,885505,49.0,F,Vehicle/Towed Trailer
2568,885507,,M,Vehicle/Towed Trailer
2569,885522,,M,Permanent Home
2570,886010,65.0,F,Outside/Open Areas
2571,901229,50.0,M,In Water
2572,901229,14.0,M,In Water
2573,906012,,M,In Water
2574,891933,70.0,M,Outside/Open Areas
2575,891995,,F,Unknown
2576,891995,,M,Unknown
2577,892093,31.0,M,In Water
2578,892334,3.0,M,In Water
